Afrika	アフリカ
Eschweiler	エシュヴァイラー
22 v.C.	紀元前22年
Kaap Agulhas	アガラス岬
Ammoniak	アンモニア
Kaap die Goeie Hoop	喜望峰
Glasgow	グラスゴー
28 v.C.	紀元前28年
Pion (deeltjie)	パイ中間子
Greifswald	グライフスヴァルト
18 v.C.	紀元前18年
Baden-Baden	バーデン＝バーデン
15 v.C.	紀元前15年
Swaelsuur	硫酸
30 v.C.	紀元前30年
Bodenmeer	ボーデン湖
12 v.C.	紀元前12年
Wentelbaan	軌道 (力学)
Lughawe Dong Hoi	ドンホイ空港
Ruimte	宇宙空間
Emden	エムデン
45 v.C.	紀元前45年
Wetzlar	ヴェッツラー
Passau	パッサウ
Luzern	ルツェルン
49 v.C.	紀元前49年
Cuxhaven	クックスハーフェン
42 v.C.	紀元前42年
Neutronster	中性子星
Swartwoud	シュヴァルツヴァルト
25 v.C.	紀元前25年
10 v.C.	紀元前10年
Teleskoop	望遠鏡
Arusha	アルーシャ
Chrétien de Troyes	クレティアン・ド・トロワ
Moederbord	マザーボード
Kategorie:Geskiedenis van Bangladesj	Category:バングラデシュの歴史
Primorski-krai	沿海地方
Kategorie:Geskiedenis van Indonesië	Category:インドネシアの歴史
Pulsar	パルサー
Curitiba	クリチバ
Kategorie:Oorlose robbe	Category:アザラシ
Pangea	パンゲア大陸
Kategorie:Russiese kookkuns	Category:ロシアの食文化
Wes-Afrika	西アフリカ
Kategorie:Geskiedenis van Turkye	Category:トルコの歴史
Woud	森林
Kategorie:Geskiedenis van Japan	Category:日本の歴史
ME	ME
Hardeskyf	ハードディスクドライブ
Pous Pius VIII	ピウス8世 (ローマ教皇)
Kategorie:Ewehoewiges	Category:偶蹄目
Pous Benedictus XV	ベネディクトゥス15世 (ローマ教皇)
Chabarofsk	ハバロフスク
Kategorie:Bovidae	Category:ウシ科
Bosporus-brug	ボスポラス橋
Kategorie:Amsterdam	Category:アムステルダム
Mitt Romney	ミット・ロムニー
Kategorie:Republieke van die Sowjetunie	Category:ソビエト連邦構成共和国
VfB Stuttgart	VfBシュトゥットガルト
Baikal-rob	バイカルアザラシ
Kategorie:Poolse kookkuns	Category:ポーランドの食文化
Strandvlugbal	ビーチバレー
Kategorie:Oekraïense kookkuns	Category:ウクライナの食文化
Turkish Airlines	ターキッシュ エアラインズ
Kategorie:Geskiedenis van Afghanistan	Category:アフガニスタンの歴史
Kategorie:Geskiedenis van Viëtnam	Category:ベトナムの歴史
Kategorie:Geskiedenis van Pakistan	Category:パキスタンの歴史
Sean Connery	ショーン・コネリー
Job	ヨブ記
Spreuke van Salomo	箴言
Anne Frank	アンネ・フランク
Djiboeti frank	ジブチ・フラン
Ugandiese shilling	ウガンダ・シリング
Sjabloon:Liggingkaart Turkye	Template:Location map Turkey
Konfusius	孔子
Sarah Bernhardt	サラ・ベルナール
Marlene Dietrich	マレーネ・ディートリッヒ
Paʻanga	パアンガ
Marilyn Monroe	マリリン・モンロー
Corbin Bleu	コービン・ブルー
Kategorie:Wiskunde	Category:数学
Kategorie:Geskiedenis van Mongolië	Category:モンゴルの歴史
Kategorie:Kunsmatige taal	Category:人工言語
Aymara	アイマラ語
Faroëreilande	フェロー諸島
Surat	スーラト
Kategorie:Geskiedenis van Indië	Category:インドの歴史
Kategorie:Geskiedenis van die Filippyne	Category:フィリピンの歴史
Kategorie:Geskiedenis van Sri Lanka	Category:スリランカの歴史
Sjabloon:Landdata Iran	Template:Country data Iran
Sombrero-sterrestelsel	ソンブレロ銀河
Bali	バリ島
Pula	プーラ (クロアチア)
Messier 106	M106 (天体)
Messier 110	M110 (天体)
Doebrofka-gyselaardrama	モスクワ劇場占拠事件
Mount Saint Helens	セント・ヘレンズ山
Renaissance	ルネサンス
Claude Debussy	クロード・ドビュッシー
Manfred von Richthofen	マンフレート・フォン・リヒトホーフェン
Komeet McNaught	マックノート彗星 (C/2006 P1)
Barquisimeto	バルキシメト
Hertogdom van Boergondië	ブルゴーニュ公国
Hondurese lempira	レンピラ (通貨)
Le Corbusier	ル・コルビュジエ
Kongolese frank	コンゴ・フラン
Messier 109	M109 (天体)
Messier 108	M108 (天体)
Messier 107	M107 (天体)
Kategorie:Geskiedenis van Mianmar	Category:ミャンマーの歴史
Kategorie:Kraanvoëls	Category:ツル科
Kategorie:Korhane en wildepoue	Category:ツル目
Soerakarta	スラカルタ
Lilangeni	リランゲニ
1488	1488年
Kultivar	栽培品種
Kategorie:Geskiedenis van Iran	Category:イランの歴史
Ohiorivier	オハイオ川
Euro	ユーロ
Amerikaanse dollar	アメリカ合衆国ドル
Middellandse See	地中海
Volkslied van Peru	ペルーの国歌
Kategorie:Geografie van Nieu-Seeland	Category:ニュージーランドの地理
Kategorie:Eilande van Nieu-Seeland	Category:ニュージーランドの島
NML Cygni	はくちょう座V1489星
Liao-dinastie	遼
Jason Lee	ジェイソン・リー
Hangzhou	杭州市
SABMiller	SABミラー
Kupido	クピードー
Christendom	キリスト教
Windows 8	Microsoft Windows 8
Sjabloon:Lande van Asië	Template:アジア
1004	1004年
Jin-dinastie (1115-1234)	金 (王朝)
Seattle	シアトル
Écart	村落
Berlynse Muur	ベルリンの壁
Ganges	ガンジス川
Rys	米
Baltimore	ボルチモア
Céline Dion	セリーヌ・ディオン
Kontinent	大陸
Adelaide, Suid-Australië	アデレード
Voël	鳥類
Stephan se Kwintet	ステファンの五つ子銀河
Dagestan	ダゲスタン共和国
Hoofstad	首都
Monzón	モンソン
Gujarati	グジャラート語
Portugees	ポルトガル語
Maand	月 (暦)
Mustafa Kemal Atatürk	ムスタファ・ケマル・アタテュルク
Sjabloon:Portaal	Template:ウィキポータルリンク
1948	1948年
Machatsjkala	マハチカラ
Sjabloon:Gebiede van die wêreld	Template:世界の地理
Rondewurms	線形動物
Tsjetsjnië	チェチェン共和国
1949	1949年
Grozni	グロズヌイ
Almazán	アルマサン
Stawropol	スタヴロポリ
Stawropol-krai	スタヴロポリ地方
Huang Xianfan	黄現ハン
Quechua	ケチュア語
Ingoesjetië	イングーシ共和国
1956	1956年
Magas	マガス
1200	1200年
1201	1201年
1202	1202年
1203	1203年
1204	1204年
1205	1205年
1206	1206年
1941	1941年
1207	1207年
Eduard II van Engeland	エドワード2世 (イングランド王)
Noord-Ossetië-Alanië	北オセチア共和国
1208	1208年
Wladikafkaz	ウラジカフカス
1945	1945年
1209	1209年
1210	1210年
1211	1211年
1958	1958年
1212	1212年
1926	1926年
1213	1213年
1947	1947年
Hippokrates	ヒポクラテス
Naltsjik	ナリチク
Kabardino-Balkarië	カバルダ・バルカル共和国
1944	1944年
1952	1952年
Diamant	ダイヤモンド
Bill Gates	ビル・ゲイツ
Japannees	日本語
Microsoft .NET Framework	.NET Framework
Ensiklopedie	百科事典
Slapskyf	フロッピーディスク
DVD	DVD
Ewetoeganklike geheue	Random Access Memory
Tuisblad	メインページ
Mikroverwerker	マイクロプロセッサ
Sentrale verwerkingseenheid	CPU
1959	1959年
1957	1957年
Skakelaar	開閉器
Kapasitor	コンデンサ
Induktor	インダクタ
Tsjerkessk	チェルケスク
Karatsjai-Tsjerkessië	カラチャイ・チェルケス共和国
Saratof	サラトフ
Saratof-oblast	サラトフ州
Orenburg	オレンブルク
Orenburg-oblast	オレンブルク州
Transistor	トランジスタ
Mordowië	モルドヴィア共和国
Saransk	サランスク
Ernst Mayr	エルンスト・マイヤー
1214	1214年
1215	1215年
Motorsport	モータースポーツ
Bofbal	野球
Basketbal	バスケットボール
1216	1216年
Krieket	クリケット
Gholf	ゴルフ
Rugby	ラグビー
1217	1217年
1218	1218年
Kirof	キーロフ
UTC-06:00	UTC-6
Kirof-oblast	キーロフ州
1219	1219年
Olimpiese Spele	近代オリンピック
UTC-05:00	UTC-5
1220	1220年
1221	1221年
UTC-04:30	UTC-4:30
Louis Blériot	ルイ・ブレリオ
1222	1222年
1223	1223年
Perm-krai	ペルミ地方
Eurasië	ユーラシア大陸
1224	1224年
1225	1225年
1226	1226年
Hetiete	ヒッタイト
1227	1227年
1228	1228年
1229	1229年
1230	1230年
Yangtze	長江
1231	1231年
1232	1232年
Missouririvier	ミズーリ川
1233	1233年
Oedmoertië	ウドムルト共和国
1234	1234年
1235	1235年
Izjefsk	イジェフスク
1236	1236年
Siberië	シベリア
1237	1237年
Francisco Goya	フランシスコ・デ・ゴヤ
1238	1238年
1239	1239年
1240	1240年
1241	1241年
1242	1242年
1243	1243年
1244	1244年
1245	1245年
1246	1246年
Greta Garbo	グレタ・ガルボ
Anemie	貧血
Mari El	マリ・エル共和国
Josjkar-Ola	ヨシュカル・オラ
Himalaja	ヒマラヤ山脈
Andes	アンデス山脈
Stellenbosch	ステレンボッシュ
Swerdlofsk-oblast	スヴェルドロフスク州
Rotsgebergte	ロッキー山脈
Kaapstad	ケープタウン
Tsjoewasjië	チュヴァシ共和国
Durban	ダーバン
Tsjeboksari	チェボクサル
Kaukasus	コーカサス山脈
Bart Simpson	バート・シンプソン
Tartarstan	タタールスタン共和国
1247	1247年
1248	1248年
Kaspiese See	カスピ海
1249	1249年
1250	1250年
Troyes	トロワ
Eriemeer	エリー湖
1251	1251年
1252	1252年
1253	1253年
1254	1254年
1255	1255年
1256	1256年
Moltrein	地下鉄
1257	1257年
Victoriameer	ヴィクトリア湖
1258	1258年
1259	1259年
1260	1260年
1261	1261年
1262	1262年
Tanganjika-meer	タンガニーカ湖
1263	1263年
Baikalmeer	バイカル湖
1264	1264年
1265	1265年
1266	1266年
1267	1267年
1268	1268年
1269	1269年
1270	1270年
1271	1271年
1272	1272年
Groot Beremeer	グレートベア湖
1273	1273年
1274	1274年
1275	1275年
1276	1276年
1277	1277年
Malawimeer	マラウイ湖
1278	1278年
1279	1279年
1280	1280年
1281	1281年
Groot Slawemeer	グレートスレーブ湖
Penza	ペンザ
1282	1282年
1283	1283年
1284	1284年
Penza-oblast	ペンザ州
1285	1285年
1286	1286年
1287	1287年
1288	1288年
1289	1289年
1290	1290年
1291	1291年
1292	1292年
1293	1293年
1294	1294年
1295	1295年
1296	1296年
1297	1297年
1298	1298年
1299	1299年
Salvador Dalí	サルバドール・ダリ
Albrecht Dürer	アルブレヒト・デューラー
Vincent van Gogh	フィンセント・ファン・ゴッホ
Katsushika Hokusai	葛飾北斎
Frida Kahlo	フリーダ・カーロ
Henri Matisse	アンリ・マティス
Michelangelo	ミケランジェロ・ブオナローティ
Pablo Picasso	パブロ・ピカソ
Koerse Skoorwal	クルシュー砂州
Raphael	ラファエロ・サンティ
Rembrandt van Rijn	レンブラント・ファン・レイン
Peter Paul Rubens	ピーテル・パウル・ルーベンス
Andy Warhol	アンディ・ウォーホル
Frank Lloyd Wright	フランク・ロイド・ライト
Modem	モデム
1300	1300年
1301	1301年
1302	1302年
1303	1303年
Marie de France	マリー・ド・フランス (詩人)
1304	1304年
Nemunas	ネマン川
1305	1305年
Oeljanofsk	ウリヤノフスク
Oeljanofsk-oblast	ウリヤノフスク州
Trolliebus	トロリーバス
Trem	路面電車
Tsjernjachofsk	チェルニャホフスク
Sandro Botticelli	サンドロ・ボッティチェッリ
Hans Christian Andersen	ハンス・クリスチャン・アンデルセン
Lord Byron	ジョージ・ゴードン・バイロン
Miguel de Cervantes	ミゲル・デ・セルバンテス
Geoffrey Chaucer	ジェフリー・チョーサー
Anton Tsjechof	アントン・チェーホフ
Charles Dickens	チャールズ・ディケンズ
Åland	オーランド諸島
Sparta	スパルタ
Katalonië	カタルーニャ州
Basjkortostan	バシコルトスタン共和国
Uusimaa	ウーシマー県
Tsjeljabinsk-oblast	チェリャビンスク州
Memphis (Egipte)	メンフィス (エジプト)
1306	1306年
1307	1307年
1308	1308年
1309	1309年
1310	1310年
1311	1311年
1312	1312年
1313	1313年
Amarna	アマルナ
Kastilië en León	カスティーリャ・レオン州
1314	1314年
Koergan-oblast	クルガン州
1315	1315年
1316	1316年
1317	1317年
Pjotr Kropotkin	ピョートル・クロポトキン
Samarkand	サマルカンド
1318	1318年
Thebe, Griekeland	ティーヴァ
UTC-04:00	UTC-4
Baleariese Eilande	バレアレス諸島
1319	1319年
1320	1320年
1321	1321年
1322	1322年
1323	1323年
1324	1324年
1325	1325年
Betlehem	ベツレヘム
Extremadura	エストレマドゥーラ州
Banda Atjeh	バンダ・アチェ
1326	1326年
Andalusië	アンダルシア州
Kaaimanseilande	ケイマン諸島
Sabang	サバン
1327	1327年
Everton FC	エヴァートンFC
1328	1328年
Mekka	メッカ
Che Guevara	チェ・ゲバラ
Novak Đoković	ノバク・ジョコビッチ
Kanariese Eilande	カナリア諸島
Tjoemen	チュメニ
Mao Zedong	毛沢東
Ceuta	セウタ
Tjoemen-oblast	チュメニ州
Xi'an	西安市
Pietro Perugino	ペルジーノ
Airbus A380	エアバスA380
Melilla	メリリャ
Caster Semenya	キャスター・セメンヤ
Omsk-oblast	オムスク州
Toledo	トレド
Kaboel	カーブル
Bloudwaalster	青色はぐれ星
Nowosibirsk-oblast	ノヴォシビルスク州
Bloureus	青色巨星
Chichén Itzá	チチェン・イッツァ
Geeldwerg	G型主系列星
Lhasa	ラサ市
Witdwerg	白色矮星
Seks	性行為
Reusester	巨星
Gabriel García Márquez	ガブリエル・ガルシア＝マルケス
Johann Wolfgang von Goethe	ヨハン・ヴォルフガング・フォン・ゲーテ
Vagina	膣
Helder reus	輝巨星
Tomsk-oblast	トムスク州
Tamil	タミル語
Orgasme	オーガズム
Filosofie	哲学
Rooidwerg	赤色矮星
1329	1329年
Katedraal van Aken	アーヘン大聖堂
Jimi Hendrix	ジミ・ヘンドリックス
Westminster-abdy	ウェストミンスター寺院
Altai-krai	アルタイ地方
Sint Stefanus-katedraal	シュテファン大聖堂
Binjai	ビンジャイ
X-straaldubbelster	X線連星
Kategorie:Kandidate vir spoedige verwydering	Category:即時削除対象のページ
Altai	アルタイ共和国
Medan	メダン
Swartdwerg	黒色矮星
Klavier	ピアノ
1330	1330年
1331	1331年
1332	1332年
1333	1333年
1334	1334年
Kletsrym	ラップ
1335	1335年
Barnaoel	バルナウル
Gorno-Altaisk	ゴルノ＝アルタイスク
1336	1336年
1337	1337年
1338	1338年
Kizil	クズル
1339	1339年
1340	1340年
50 Cent	50セント
1341	1341年
Kemerowo	ケメロヴォ
1342	1342年
1343	1343年
1344	1344年
Kemerowo-oblast	ケメロヴォ州
1345	1345年
1346	1346年
1347	1347年
1348	1348年
1349	1349年
1350	1350年
Tee	茶
Marco Polo	マルコ・ポーロ
1351	1351年
Hebe Camargo	ヘーペ・カマルゴ
Portland, Oregon	ポートランド (オレゴン州)
Tupac Shakur	2パック
1400	1400年
1401	1401年
1352	1352年
1402	1402年
Barnim (distrik)	バルニム郡
1353	1353年
1403	1403年
1354	1354年
Oberhavel	オーバーハーフェル郡
1404	1404年
1355	1355年
1405	1405年
1500	1500年
Roosterbrood	トースト
1406	1406年
1356	1356年
1501	1501年
1407	1407年
1357	1357年
1502	1502年
1408	1408年
Havelland (distrik)	ハーフェルラント郡
1358	1358年
1503	1503年
Potsdam-Mittelmark	ポツダム＝ミッテルマルク郡
1359	1359年
1409	1409年
Teltow-Fläming	テルトウ＝フレーミング郡
1504	1504年
1360	1360年
1410	1410年
1505	1505年
1506	1506年
1411	1411年
1361	1361年
Vandalisme	ヴァンダリズム
1507	1507年
1412	1412年
1362	1362年
1413	1413年
1508	1508年
1363	1363年
1509	1509年
1414	1414年
1510	1510年
1415	1415年
1364	1364年
Kommunisme	共産主義
1511	1511年
1416	1416年
1365	1365年
1512	1512年
1417	1417年
1366	1366年
Horatius	ホラティウス
Anargisme	アナキズム
1513	1513年
1418	1418年
1367	1367年
1514	1514年
1419	1419年
Kapitalisme	資本主義
1368	1368年
1515	1515年
1420	1420年
1369	1369年
1516	1516年
1421	1421年
Liberalisme	自由主義
1370	1370年
Subdwergster	準矮星
Fascisme	ファシズム
Coventry	コヴェントリー
Subreusester	準巨星
T Tauri-ster	おうし座T型星
Hafez	ハーフェズ
Patriotisme	愛国心
Veranderlike ster	変光星
Wes-Sahara	西サハラ
Wolf-Rayetster	ウォルフ・ライエ星
1371	1371年
Land	国
1372	1372年
1373	1373年
1422	1422年
1517	1517年
Nasie	国民
1423	1423年
1518	1518年
1374	1374年
1424	1424年
1375	1375年
1519	1519年
1376	1376年
1425	1425年
1520	1520年
1521	1521年
1377	1377年
1426	1426年
Film	写真フィルム
Hillary Clinton	ヒラリー・クリントン
1522	1522年
1523	1523年
1427	1427年
1378	1378年
1524	1524年
1525	1525年
1428	1428年
1379	1379年
Chanto-Mansië	ハンティ・マンシ自治管区・ユグラ
1526	1526年
1429	1429年
1380	1380年
Chanti-Mansiisk	ハンティ・マンシースク
1381	1381年
1382	1382年
1383	1383年
1430	1430年
1431	1431年
Indianapolis	インディアナポリス
1384	1384年
1432	1432年
1385	1385年
1386	1386年
1433	1433年
1387	1387年
1434	1434年
1435	1435年
1388	1388年
Webblaaier	ウェブブラウザ
1436	1436年
1389	1389年
Britse Museum	大英博物館
1437	1437年
1390	1390年
1438	1438年
1391	1391年
1439	1439年
1392	1392年
1440	1440年
Boeing 737	ボーイング737
Swem	水泳
1393	1393年
Boeing 707	ボーイング707
Avignon	アヴィニョン
1394	1394年
1395	1395年
1441	1441年
1396	1396年
Jamalo-Nenetsië	ヤマロ・ネネツ自治管区
Boeing 727	ボーイング727
1397	1397年
1442	1442年
1527	1527年
Gardameer	ガルダ湖
1528	1528年
1398	1398年
1443	1443年
1444	1444年
1529	1529年
1399	1399年
Boeing 767	ボーイング767
Boeing 777	ボーイング777
1445	1445年
Boeing 787 Dreamliner	ボーイング787
1530	1530年
1446	1446年
1531	1531年
1447	1447年
1532	1532年
Airbus A300	エアバスA300
1448	1448年
Montpellier	モンペリエ
1533	1533年
1449	1449年
1534	1534年
1450	1450年
1535	1535年
Calais	カレー (フランス)
1451	1451年
1536	1536年
Nova	新星
1452	1452年
1537	1537年
FC St. Pauli	FCザンクトパウリ
Département	フランスの地方行政区画
1453	1453年
1538	1538年
Airbus A320	エアバスA320
1454	1454年
Airbus A330	エアバスA330
1539	1539年
1455	1455年
Airbus A340	エアバスA340
1540	1540年
Airbus A350 XWB	エアバスA350 XWB
Airbus Beluga	エアバス ベルーガ
Antalya	アンタルヤ
Salechard	サレハルド
Concorde	コンコルド
Warna	ヴァルナ (ブルガリア)
Kategorie:Sterrekunde	Category:天文学
Boergas	ブルガス
UTC-03:30	UTC-3:30
Søren Kierkegaard	セーレン・キェルケゴール
UTC-03:00	UTC-3
Dardanelle	ダーダネルス海峡
1541	1541年
1456	1456年
1457	1457年
1542	1542年
1458	1458年
1543	1543年
1459	1459年
1544	1544年
Bolzano	ボルツァーノ
Jean-Jacques Rousseau	ジャン＝ジャック・ルソー
1460	1460年
UTC-02:30	UTC-2:30
Stanisław Lem	スタニスワフ・レム
1545	1545年
1461	1461年
1546	1546年
Franse Rewolusie	フランス革命
UTC-02:00	UTC-2
Günter Grass	ギュンター・グラス
UTC-01:00	UTC-1
Chakassië	ハカス共和国
UTC-00:44	UTC-0:44
1462	1462年
1547	1547年
Orléans	オルレアン
1463	1463年
1548	1548年
1464	1464年
1549	1549年
1465	1465年
1550	1550年
1466	1466年
1551	1551年
1467	1467年
Kategorie:Sterrekundiges	Category:天文学者
Krasnojarsk-krai	クラスノヤルスク地方
1468	1468年
1552	1552年
1469	1469年
1553	1553年
1470	1470年
1554	1554年
Irkoetsk	イルクーツク
1471	1471年
1555	1555年
Carcassonne	カルカソンヌ
Sahara	サハラ砂漠
Irkoetsk-oblast	イルクーツク州
1472	1472年
1556	1556年
Trans-Neptunus-voorwerp	太陽系外縁天体
Vannes	ヴァンヌ
1473	1473年
1557	1557年
Amsterdamse Tyd	UTC+0:20
Brandrissie	カイエンペッパー
1474	1474年
1558	1558年
Straatsburg	ストラスブール
Charon (maan)	カロン (衛星)
Jakoetië	サハ共和国
Kitaar	ギター
1475	1475年
1559	1559年
Jakoetsk	ヤクーツク
1476	1476年
1560	1560年
1477	1477年
1478	1478年
1561	1561年
1479	1479年
1562	1562年
Agen	アジャン
UTC+00:30	UTC+0:30
1480	1480年
1563	1563年
1481	1481年
1564	1564年
1482	1482年
1565	1565年
Homoseksualiteit	同性愛
1483	1483年
1566	1566年
1484	1484年
1567	1567年
Céret	セレ
1485	1485年
1486	1486年
1568	1568年
1487	1487年
1569	1569年
Kroaties	クロアチア語
UTC+01:00	UTC+1
1570	1570年
Franse kookkuns	フランス料理
1489	1489年
1571	1571年
1490	1490年
1572	1572年
1491	1491年
1573	1573年
1492	1492年
1574	1574年
Meksikaans-Amerikaanse Oorlog	米墨戦争
Renault	ルノー
1493	1493年
1575	1575年
Homeros	ホメーロス
1494	1494年
Alexander von Humboldt	アレクサンダー・フォン・フンボルト
1495	1495年
1496	1496年
1576	1576年
1497	1497年
1577	1577年
1498	1498年
1578	1578年
1499	1499年
1579	1579年
Allen Ginsberg	アレン・ギンズバーグ
1580	1580年
1581	1581年
Kwark	クォーク
1582	1582年
1600	1600年
Carl Friedrich Gauss	カール・フリードリヒ・ガウス
UTC+02:00	UTC+2
1601	1601年
1583	1583年
1602	1602年
1584	1584年
Perpignan	ペルピニャン
Op-kwark	アップクォーク
1603	1603年
1585	1585年
1604	1604年
1586	1586年
1605	1605年
Peugeot	プジョー
1587	1587年
Af-kwark	ダウンクォーク
Citroën	シトロエン
1606	1606年
Sjarme-kwark	チャームクォーク
1607	1607年
1588	1588年
1608	1608年
1589	1589年
UTC+03:00	UTC+3
1609	1609年
Vreemd-kwark	ストレンジクォーク
1590	1590年
1610	1610年
1591	1591年
1611	1611年
1592	1592年
1612	1612年
1593	1593年
UTC+03:30	UTC+3:30
1613	1613年
1594	1594年
Bo-kwark	トップクォーク
UTC+04:00	UTC+4
1614	1614年
1595	1595年
1615	1615年
1596	1596年
Onder-kwark	ボトムクォーク
1616	1616年
1597	1597年
UTC+04:30	UTC+4:30
UTC+04:51	UTC+4:51
1617	1617年
1598	1598年
1618	1618年
1599	1599年
1619	1619年
UTC+05:00	UTC+5
Boerjatië	ブリヤート共和国
1620	1620年
1621	1621年
1700	1700年
1701	1701年
1622	1622年
Oelan-Oede	ウラン・ウデ
1623	1623年
1702	1702年
1624	1624年
1703	1703年
1704	1704年
1625	1625年
UTC+05:30	UTC+5:30
Speyer	シュパイアー
1705	1705年
1626	1626年
1627	1627年
1706	1706年
Wittenberg	ルターシュタット・ヴィッテンベルク
Zabaikalski-krai	ザバイカリエ地方
Figueres	フィゲラス
1628	1628年
1707	1707年
Kleef	クレーヴェ
1708	1708年
1629	1629年
UTC+05:40	UTC+5:40
1630	1630年
1709	1709年
1631	1631年
1710	1710年
Amoer	アムール川
1632	1632年
1711	1711年
Internasionale Astronomiese Unie	国際天文学連合
1633	1633年
1712	1712年
1634	1634年
1713	1713年
Rastatt	ラシュタット
1800	1800年
1801	1801年
1714	1714年
1635	1635年
James Joyce	ジェイムズ・ジョイス
1802	1802年
1715	1715年
1636	1636年
Amoer-oblast	アムール州
1803	1803年
1637	1637年
UTC+05:45	UTC+5:45
1716	1716年
1638	1638年
1804	1804年
1717	1717年
1639	1639年
1805	1805年
1718	1718年
1640	1640年
1719	1719年
1806	1806年
Alt Empordà	アール・テンポルダー
UTC+06:00	UTC+6
1641	1641年
1720	1720年
1807	1807年
1642	1642年
1721	1721年
1808	1808年
Magnetosfeer	磁気圏
1643	1643年
1722	1722年
1809	1809年
1644	1644年
1723	1723年
1810	1810年
UTC+06:30	UTC+6:30
1645	1645年
1724	1724年
20ste eeu	20世紀
1811	1811年
1646	1646年
1725	1725年
1812	1812年
Blagowesjtsjensk	ブラゴヴェシチェンスク
1647	1647年
1726	1726年
1813	1813年
21ste eeu	21世紀
UTC+07:00	UTC+7
1648	1648年
1727	1727年
1814	1814年
1649	1649年
1728	1728年
1815	1815年
1650	1650年
1729	1729年
1816	1816年
19de eeu	19世紀
1651	1651年
1730	1730年
1817	1817年
UTC+07:20	UTC+7:20
1652	1652年
1731	1731年
1818	1818年
1653	1653年
1732	1732年
1819	1819年
1654	1654年
UTC+07:30	UTC+7:30
1733	1733年
1820	1820年
1655	1655年
1821	1821年
1734	1734年
1656	1656年
1822	1822年
1735	1735年
UTC+08:00	UTC+8
1657	1657年
1823	1823年
1736	1736年
1658	1658年
1737	1737年
1824	1824年
1659	1659年
1738	1738年
1825	1825年
Hemelliggaam	天体
1660	1660年
1739	1739年
Dijon	ディジョン
1826	1826年
1661	1661年
1740	1740年
1827	1827年
Meteoroïde	流星物質
Lena Meyer-Landrut	レナ・マイヤー＝ランドルート
18de eeu	18世紀
17de eeu	17世紀
16de eeu	16世紀
15de eeu	15世紀
UTC+08:30	UTC+8:30
Katalaans	カタルーニャ語
Wismar	ヴィスマール
Nordhausen	ノルトハウゼン
14de eeu	14世紀
UTC+08:45	UTC+8:45
Kategorie:Sterre	Category:恒星
UTC+09:00	UTC+9
Jandorie	マトウダイ
UTC+09:30	UTC+9:30
13de eeu	13世紀
Boeddha	仏陀
UTC+10:00	UTC+10
Bruchsal	ブルッフザール
12de eeu	12世紀
11de eeu	11世紀
UTC+10:30	UTC+10:30
Ateïsme	無神論
Julien Offray de Lamettrie	ジュリアン・オフレ・ド・ラ・メトリー
UTC+11:00	UTC+11
Biblioteek	図書館
UTC+11:30	UTC+11:30
Materialisme	唯物論
Niels Bohr	ニールス・ボーア
Biochemie	生化学
Biofisika	生物物理学
UTC+12:00	UTC+12
UTC+12:45	UTC+12:45
UTC+13:00	UTC+13
UTC+13:45	UTC+13:45
UTC+14:00	UTC+14
Ekologie	生態学
FC Barcelona	FCバルセロナ
Afrika-Unie	アフリカ連合
Genetika	遺伝学
Politiek	政治
Wêreldbank	世界銀行
Histologie	組織学
Konserwatisme	保守
Arabiese Liga	アラブ連盟
Demokrasie	民主主義
Jean-Marie Le Pen	ジャン＝マリー・ル・ペン
Rooi Kruis	赤十字社
Globalisering	グローバリゼーション
Qin-dinastie	秦朝
NAVO	北大西洋条約機構
Marie Curie	マリ・キュリー
Geen	遺伝子
Regering	政府
Nobelprys	ノーベル賞
Qin Shi Huang	始皇帝
Mikrobiologie	微生物学
Simone de Beauvoir	シモーヌ・ド・ボーヴォワール
Ovidius	オウィディウス
Marcel Proust	マルセル・プルースト
Aleksander Poesjkin	アレクサンドル・プーシキン
Paleontologie	古生物学
Paleo-antropologie	古人類学
Elizabeth I van Engeland	エリザベス1世
Patologie	病理学
Han-dinastie	漢
Ahmose I	イアフメス1世
Han Wudi	武帝 (漢)
Johanna van Arkel	ジャンヌ・ダルク
Rosa Luxemburg	ローザ・ルクセンブルク
Sophokles	ソポクレス
Organisme	生物
Rabindranath Tagore	ラビンドラナート・タゴール
Leo Tolstoi	レフ・トルストイ
Mark Twain	マーク・トウェイン
Bukittinggi	ブキティンギ
Alan Turing	アラン・チューリング
Feminisme	フェミニズム
Padang	パダン
Ideologie	イデオロギー
Ada Lovelace	エイダ・ラブレス
Marxisme	マルクス主義
Monargie	君主制
Republiek	共和制
Sosialisme	社会主義
Staat	国家
Politieke party	政党
Terrorisme	テロリズム
Pluimbal	バドミントン
Johannes Brahms	ヨハネス・ブラームス
Egiptiese mau	エジプシャンマウ
Kilimandjaro	キリマンジャロ
Georg Friedrich Händel	ゲオルク・フリードリヒ・ヘンデル
Gustav Mahler	グスタフ・マーラー
Franz Schubert	フランツ・シューベルト
Yuan-dinastie	元 (王朝)
Igor Strawinski	イーゴリ・ストラヴィンスキー
Pjotr Tsjaikofski	ピョートル・チャイコフスキー
Giuseppe Verdi	ジュゼッペ・ヴェルディ
Nazi-Duitsland	ナチス・ドイツ
Nazi-party	国家社会主義ドイツ労働者党
Jacques Cartier	ジャック・カルティエ
Christophorus Columbus	クリストファー・コロンブス
James Cook	ジェームズ・クック
Jode	ユダヤ人
