Afrika	アフリカ
Nogometna reprezentacija Danske	サッカーデンマーク代表
Ljepilo	接着剤
Set (mitologija)	セト
Sublimacija (fizika)	昇華 (化学)
Skiti	スキタイ
John Dewey	ジョン・デューイ
Manirizam	マニエリスム
Ideja	観念
Sergej Rahmanjinov	セルゲイ・ラフマニノフ
Guma	ゴム
Soko kraguljčić	コチョウゲンボウ
Papa Pio V	ピウス5世 (ローマ教皇)
Grb Singapura	シンガポールの国章
Bitka kod Termopila	テルモピュライの戦い
Ptolemejidi	プトレマイオス朝
Đorđe II, kralj Velike Britanije	ジョージ2世 (イギリス王)
Xbox	Xbox
Laurazija	ローラシア大陸
Guverner	知事
Kali (hinduizam)	カーリー
Ikona	イコン
Zenon iz Eleje	ゼノン (エレア派)
Clara Schumann	クララ・シューマン
Festival	祭
Kish (Sumer)	キシュ
Kalij-hidroksid	水酸化カリウム
Fantastika	ファンタジー
Davis Cup	デビスカップ
Škrge	えら
Black metal	ブラックメタル
Razvijene zemlje	先進国
Fermatov posljednji teorem	フェルマーの最終定理
Svjetsko prvenstvo u nogometu 1950.	1950 FIFAワールドカップ
Svjetsko prvenstvo u nogometu 1990.	1990 FIFAワールドカップ
Svjetsko prvenstvo u nogometu 1958.	1958 FIFAワールドカップ
Dijana	ディアーナ
Henrik II, kralj Francuske	アンリ2世 (フランス王)
Franjo II, kralj Francuske	フランソワ2世 (フランス王)
De jure	デ・ジュリ
Elektronska mikroskopija	電子顕微鏡
Bitka na Somi (1916)	ソンムの戦い
Pan (mitologija)	パーン (ギリシア神話)
Taro Aso	麻生太郎
Misa	ミサ
Adrenalin	アドレナリン
Električne mreže	電気回路
Zastava Bjelorusije	ベラルーシの国旗
.yt	.yt
Norveška kruna	ノルウェー・クローネ
Svjetsko prvenstvo u nogometu 1970.	1970 FIFAワールドカップ
Mamoudzou	マムズ
Willemstad	ウィレムスタット
Saint-John Perse	サン＝ジョン・ペルス
Casablanca (film)	カサブランカ (映画)
Ermitaž	エルミタージュ美術館
Thomas Hardy	トーマス・ハーディ
Kalifornijski zaliv	カリフォルニア湾
Isparavanje	蒸発
Medresa	マドラサ
Admiral	海軍大将
Grenlandsko more	グリーンランド海
Lisp (programski jezik)	LISP
Toronto Raptors	トロント・ラプターズ
Olympique de Marseille	オリンピック・マルセイユ
Dallas Mavericks	ダラス・マーベリックス
Vjačeslav Molotov	ヴャチェスラフ・モロトフ
Takla Makan	タクラマカン砂漠
Subsaharska Afrika	サブサハラアフリカ
Alemani	アラマンニ人
Dijaspora	ディアスポラ
Gro Harlem Brundtland	グロ・ハーレム・ブルントラント
Letonski lat	ラッツ
Zastava Hrvatske	クロアチアの国旗
Grb Njemačke	ドイツの国章
Zastava Luksemburga	ルクセンブルクの国旗
Rikard III, kralj Engleske	リチャード3世 (イングランド王)
Mađari	マジャル人
Litografija	リトグラフ
Mozaik	モザイク
Lucy Lawless	ルーシー・ローレス
Papa Klement XIII	クレメンス13世 (ローマ教皇)
Pariška komuna	パリ・コミューン
Elektromagnetni spektar	電磁スペクトル
Loki	ロキ
ISO 3166-2	ISO 3166-2
Kolonija (politika)	植民地
Pritzker nagrada	プリツカー賞
Orhan	オルハン
Kamikaza	特別攻撃隊
Muslimansko bratstvo	ムスリム同胞団
Tumor	腫瘍
Mitoza	有糸分裂
Gabriel Lippmann	ガブリエル・リップマン
Sagorijevanje	燃焼
Žutica	黄疸
Niz	列 (数学)
Bugari	ブルガリア人
Du gamla, Du fria	古き自由な北の国
Prostorvrijeme	時空
Prvi nikejski sabor	第1ニカイア公会議
Hathor	ハトホル
Granica	国境
Papa Siksto V	シクストゥス5世 (ローマ教皇)
Karlo VII, kralj Francuske	シャルル7世 (フランス王)
Kneset	クネセト
Dolina kraljeva	王家の谷
.pm	.pm
HDTV	高精細度テレビジョン放送
Seppuku	切腹
Učenje	学習
Monosaharidi	単糖
Nacionalni stadion u Pekingu	北京国家体育場
San Siro	スタディオ・ジュゼッペ・メアッツァ
Karolinzi	カロリング朝
Thor Heyerdahl	トール・ヘイエルダール
Velika geografska otkrića	大航海時代
Kad jaganjci utihnu (film)	羊たちの沈黙 (映画)
Spin	スピン角運動量
Howard Carter	ハワード・カーター
Lars von Trier	ラース・フォン・トリアー
William Henry Bragg	ヘンリー・ブラッグ
Karijes	う蝕
Kuga	ペスト
Globus	地球儀
Epidemiologija	疫学
Migrena	片頭痛
George Paget Thomson	ジョージ・パジェット・トムソン
Guillaume Apollinaire	ギヨーム・アポリネール
BitTorrent	BitTorrent
Normalna distribucija	正規分布
Ostrva Ashmore i Cartier	アシュモア・カルティエ諸島
Antioksidant	抗酸化物質
Iluminati	イルミナティ
WiMAX	WiMAX
Hemofilija	血友病
Merkat	ミーアキャット
Djevica (znak)	処女宮
Microsoft Visual Studio	Microsoft Visual Studio
Jean Baptiste Perrin	ジャン・ペラン
Knut II, kralj Danske	クヌート1世 (イングランド王)
Abu Simbel	アブ・シンベル神殿
Pop art	ポップアート
José de San Martín	ホセ・デ・サン＝マルティン
Dioničko društvo	株式会社
Solanaceae	ナス科
Minojska civilizacija	ミノア文明
Truman Capote	トルーマン・カポーティ
Magic Johnson	マジック・ジョンソン
Butan (plin)	ブタン
Freska	フレスコ
Svjetsko prvenstvo u nogometu 1966.	1966 FIFAワールドカップ
Polisaharidi	多糖
Kvadratni korijen	平方根
Feyenoord	フェイエノールト
Zastava Ujedinjenih Arapskih Emirata	アラブ首長国連邦の国旗
Zastava Burkine Faso	ブルキナファソの国旗
Górnik Zabrze	グールニク・ザブジェ
Luj VII, kralj Francuske	ルイ7世 (フランス王)
Helije	ヘーリオス
Origano	オレガノ
Portret	肖像
Karlo IX, kralj Francuske	シャルル9世 (フランス王)
Barbari	野蛮
Tisa (rijeka)	ティサ川
Saturn (mitologija)	サートゥルヌス
Vaga (znak)	天秤宮
Škorpion (znak)	天蝎宮
Tao Te Ching	老子道徳経
Karlo VIII, kralj Francuske	シャルル8世 (フランス王)
Nogometna reprezentacija Hrvatske	サッカークロアチア代表
Balhaško jezero	バルハシ湖
Suez	スエズ
Zastava Butana	ブータンの国旗
Muzički singl	シングル
Pumpa	ポンプ
Oprašivanje	受粉
Zastava Filipina	フィリピンの国旗
Vitamin B3	ナイアシン
George Boole	ジョージ・ブール
Exeter	エクセター
Gudermes	グデルメス
Plemstvo	貴族
Camille Pissarro	カミーユ・ピサロ
Iksija	イキシア
Koktel	カクテル
Forrest Gump (film)	フォレスト・ガンプ/一期一会
Vakcina	ワクチン
Abdul Hamid II	アブデュルハミト2世
Verdenski ugovor	ヴェルダン条約
Karboksilne kiseline	カルボン酸
Danny Boyle	ダニー・ボイル
Zastava Bolivije	ボリビアの国旗
Zastava Tajlanda	タイの国旗
Javier Bardem	ハビエル・バルデム
Fraserovo ostrvo	フレーザー島
Nogometna reprezentacija Urugvaja	サッカーウルグアイ代表
Nogometna reprezentacija Grčke	サッカーギリシャ代表
Zastava Senegala	セネガルの国旗
Pljuvačne žlijezde	唾液腺
William Somerset Maugham	サマセット・モーム
Zimski rat	冬戦争
Dvanaestopalačno crijevo	十二指腸
Taras Grigorovič Ševčenko	タラス・シェフチェンコ
Lukas Podolski	ルーカス・ポドルスキ
Topaz	トパーズ
Hipokratova zakletva	ヒポクラテスの誓い
Ratni zločin	戦争犯罪
Zastava Gambije	ガンビアの国旗
Nubija	ヌビア
Zastava Antigve i Barbude	アンティグア・バーブーダの国旗
Nausikaja	ナウシカアー
Dimitrovgrad (Rusija)	ディミトロフグラード
9 mm Parabellum	9x19mmパラベラム弾
O porijeklu nejednakosti	人間不平等起源論
Političke stranke u Sjedinjenim Američkim Državama	アメリカの政党
ZPU	ZPU-4
ZSU-57-2	ZSU-57-2
LG (korporacija)	LGグループ
Karling	カーリング
Interferencija talasa	干渉 (物理学)
Mauro Icardi	マウロ・イカルディ
50 najboljih igrača u historiji NBA	NBA50周年記念オールタイムチーム
Korozija	腐食
Kota Kinabalu	コタキナバル
Java bytecode	Javaバイトコード
Izobarni proces	定圧過程
Jakov V, kralj Škota	ジェームズ5世 (スコットランド王)
Germinal	ジェルミナール (小説)
Jakov IV, kralj Škota	ジェームズ4世 (スコットランド王)
Philadelphia 76ers	フィラデルフィア・セブンティシクサーズ
Conciergerie	コンシェルジュリー
FIFA Svjetsko klupsko prvenstvo 2011.	FIFAクラブワールドカップ2011
Sveti Sava	サワ (セルビア大主教)
Valtteri Bottas	バルテッリ・ボッタス
Force India	フォース・インディア
Zabranjeno pušenje	エミール・クストリッツァ&ノー・スモーキング・オーケストラ
BAFTA za najbolji film	英国アカデミー賞 作品賞
Kalcitriol	カルシトリオール
Zach Braff	ザック・ブラフ
Zachary Quinto	ザカリー・クイント
Operon	オペロン
Slobodni pad	自由落下
Rachel Nichols	レイチェル・ニコルズ
James Hunt	ジェームス・ハント
Rusini	ルシン人
Nogometni savez Ukrajine	ウクライナサッカー連盟
Tokata	トッカータ
Alexis de Tocqueville	アレクシ・ド・トクヴィル
Enkripcija	暗号
Slobodni stih	自由詩
Sebastian Kehl	セバスティアン・ケール
Oliver!	オリバー!
13. SS oružana brdska divizija "Handžar" (hrvatska br. 1)	第13SS武装山岳師団
Llanos	リャノ
Danakilska pustinja	ダナキル砂漠
NGC 4027	NGC 4027
Scuderia Toro Rosso	スクーデリア・トロ・ロッソ
Indonesia Raya	インドネシア・ラヤ
Traffic	トラフィック (映画)
Corel Draw	CorelDRAW
Minardi	ミナルディ
Käthe Kollwitz	ケーテ・コルヴィッツ
Građanski rat u Alžiru	アルジェリア内戦
17 Tetis	テティス (小惑星)
Pearl Jam	パール・ジャム
Neymar	ネイマール・ダ・シウバ・サントス・ジュニオール
Nadopuna goriva tokom leta	空中給油
Grb Indonezije	インドネシアの国章
Zaza	ザザ人
Horn (okrug)	ホルン郡
Polietilen	ポリエチレン
Zubna protetika	義歯
Drakeov prolaz	ドレーク海峡
Pčelinji vosak	蜜蝋
Delaware (rijeka)	デラウェア川
Zupčanik	歯車
Humboldtova struja	ペルー海流
Zupčasta pumpa	歯車ポンプ
Slavoluk	凱旋門
Caklina	エナメル質
Zubni tehničar	歯科技工士
Histerija	ヒステリー
Zaječar	ザイェチャル
Herbert Spencer	ハーバート・スペンサー
Phil Collins	フィル・コリンズ
Ruth Brown	ルース・ブラウン
Istočnoslavenski jezici	東スラヴ語群
Tračani	トラキア人
Banská Bystrica	バンスカー・ビストリツァ
Velika Viktorijina pustinja	グレートビクトリア砂漠
Topologija računarskih mreža	ネットワーク・トポロジー
Nu (čvor)	NU
Anne Hyde	アン・ハイド
Molarna masa	モル質量
Glagoljica	グラゴル文字
Apeninsko poluostrvo	イタリア半島
Zapadnoslavenski jezici	西スラヴ語群
Bazni par	塩基対
Neven	キンセンカ
Zem-Zem	ザムザムの泉
Nordijsko vijeće	北欧理事会
Polipropilen	ポリプロピレン
Ivan Bosco	ヨハネ・ボスコ
Polistiren	ポリスチレン
Franačka država	フランク王国
Sobek	セベク
Polivinil hlorid	ポリ塩化ビニル
Silikon	シリコーン
Krivično pravo	刑法
Stjepan Mesić	スティエパン・メシッチ
Lijepa naša domovino	私たちの美しい故国
Otapalo	溶媒
Južnoslavenski jezici	南スラヴ語群
Sirove strasti	氷の微笑
Phú Quốc	フーコック島
Očno sočivo	水晶体
Iliri	イリュリア人
Britansko mandatno područje u Mezopotamiji	イギリス委任統治領メソポタミア
Množina	複数
Bosna i Hercegovina na Ljetnim olimpijskim igrama 2012.	ロンドンオリンピック (2012年) ボスニア・ヘルツェゴビナ選手団
Kliješta	プライヤ
Husein, kralj Jordana	フセイン1世
Miralem Pjanić	ミラレム・ピアニッチ
Thoth	トート
Dragan Đokanović	ドラガン・ジョカノヴィッチ
Manisa	マニサ
Vincent Enyeama	ヴィンセント・エニェアマ
Kako sam upoznao vašu majku	ママと恋に落ちるまで
Štip	シュティプ
Hej, Slaveni	スラヴ人よ
Single Ladies (Put a Ring on It)	シングル・レディース (プット・ア・リング・オン・イット)
Viktor Zubkov	ヴィクトル・ズブコフ
Magijski realizam	マジックリアリズム
Istočno Sarajevo	イストチノ・サラエヴォ
Yang Liwei	楊利偉
Kognitivna nauka	認知科学
Giovanni da Verrazano	ジョバンニ・ダ・ヴェラッツァーノ
Baby Boy	ベイビー・ボーイ
If I Were a Boy	イフ・アイ・ワー・ア・ボーイ
Halo	ヘイロー (ビヨンセの曲)
Ana Karenjina	アンナ・カレーニナ
9K38 Igla	9K38 イグラ
Japan na Zimskim olimpijskim igrama 1984.	サラエボオリンピック日本選手団
Joseph Yobo	ジョゼフ・ヨボ
Svetovid	スヴェントヴィト
Triton (mitologija)	トリートーン
Zastava M70	ツァスタバ M70
Zastava M21	ツァスタバ M21
Zastava M76	ツァスタバ M76
Emona	エモナ
Jean-François Millet	ジャン＝フランソワ・ミレー
Jean-Baptiste Camille Corot	ジャン＝バティスト・カミーユ・コロー
Crazy in Love	クレイジー・イン・ラブ
Svemirska opservatorija	宇宙望遠鏡
234 Barbara	バルバラ (小惑星)
Polis	ポリス
Bruno Schulz	ブルーノ・シュルツ
Trilogija	三部作
Rambo Amadeus	ランボー・アマデウス
250 Bettina	ベティーナ (小惑星)
251 Sophia	ソフィア (小惑星)
Obsessed (2009 film)	オブセッション 歪んだ愛の果て
25143 Itokawa	イトカワ (小惑星)
Novela	中編小説
257 Silesia	シレジア (小惑星)
259 Aletheia	アレテイア (小惑星)
260 Huberta	フーベルタ (小惑星)
261 Prymno	プリムノ (小惑星)
262 Valda	ヴァールタ (小惑星)
263 Dresda	ドレスダ (小惑星)
264 Libussa	リブッサ (小惑星)
265 Anna	アンナ (小惑星)
266 Aline	アリーネ (小惑星)
267 Tirza	ティルザ (小惑星)
269 Justitia	ユスティティア (小惑星)
Kalkulus	微分積分学
270 Anahita	アナヒタ (小惑星)
275 Sapientia	サピエンティア (小惑星)
276 Adelheid	アーデルハイト (小惑星)
277 Elvira	エルヴィラ (小惑星)
278 Paulina	パウリーナ (小惑星)
279 Thule	チューレ (小惑星)
280 Philia	フィリア (小惑星)
281 Lucretia	ルクリーシア (小惑星)
282 Clorinde	クロリンデ (小惑星)
284 Amalia	アマリア (小惑星)
Pentan	ペンタン
Heksan	ヘキサン
Camille Saint-Saëns	カミーユ・サン＝サーンス
One-time pad	ワンタイムパッド
Ivica Olić	イヴィツァ・オリッチ
Leopold I, car Svetog rimskog carstva	レオポルト1世 (神聖ローマ皇帝)
Franz von Papen	フランツ・フォン・パーペン
Ferdinand III, car Svetog rimskog carstva	フェルディナント3世 (神聖ローマ皇帝)
Rudolf II, car Svetog rimskog carstva	ルドルフ2世 (神聖ローマ皇帝)
Ferdinand II, car Svetog rimskog carstva	フェルディナント2世 (神聖ローマ皇帝)
MiG-21	MiG-21 (航空機)
Ferdinand I, car Svetog rimskog carstva	フェルディナント1世 (神聖ローマ皇帝)
Camillo Golgi	カミッロ・ゴルジ
Karlo VI, car Svetog rimskog carstva	カール6世 (神聖ローマ皇帝)
Heptan	ヘプタン
Oktan	オクタン
Karlo Debeli	カール3世 (フランク王)
Maksimilijan I, car Svetog rimskog carstva	マクシミリアン1世 (神聖ローマ皇帝)
Lotar I, car Svetog rimskog carstva	ロタール1世
Vilma, kraljica Holandije	ウィルヘルミナ (オランダ女王)
Enigma (mašina)	エニグマ (暗号機)
Benjamin Britten	ベンジャミン・ブリテン
Elizabeta od Bavarske (carica)	エリーザベト (オーストリア皇后)
Kanjon	峡谷
Pijanist (film)	戦場のピアニスト
Invazija na Poljsku	ポーランド侵攻
Frankenstein ili moderni Prometej	フランケンシュタイン
Colin Powell	コリン・パウエル
Maksimilijan II, car Svetog rimskog carstva	マクシミリアン2世 (神聖ローマ皇帝)
Matilda od Engleske (carica)	マティルダ (神聖ローマ皇后)
DFB-Pokal	DFBポカール
Marko Marin	マルコ・マリン
Westfalenstadion	ヴェストファーレンシュタディオン
Imtech Arena	フォルクスパルクシュタディオン
Martín Demichelis	マルティン・デミチェリス
Henrik VI, car Svetog rimskog carstva	ハインリヒ6世 (神聖ローマ皇帝)
Veltins-Arena	フェルティンス・アレーナ
Fridrik III, car Svetog rimskog carstva	フリードリヒ3世 (神聖ローマ皇帝)
Računarska grafika	コンピュータグラフィックス
Teheranska konferencija	テヘラン会談
Sirena (mitologija)	セイレーン
Akad	アッカド
MP 40	MP40
Francuski građanski zakonik	フランス民法典
Michael Rensing	ミヒャエル・レンジング
Panzer II	II号戦車
Franjo I, car Svetog rimskog carstva	フランツ1世 (神聖ローマ皇帝)
Joaquín Rodrigo	ホアキン・ロドリーゴ
Michelin	ミシュラン
Ustaše	ウスタシャ
Ana Kastiljska	アンヌ・ドートリッシュ
Panzer VI	ティーガーI
Neonacizam	ネオナチ
Bitka za Moskvu	モスクワの戦い
Kristijan IX, kralj Danske	クリスチャン9世 (デンマーク王)
Fridrik IX, kralj Danske	フレゼリク9世 (デンマーク王)
Leopold II, car Svetog rimskog carstva	レオポルト2世 (神聖ローマ皇帝)
Vidkun Quisling	ヴィドクン・クヴィスリング
Olimpijski stadion (Berlin)	ベルリン・オリンピアシュタディオン
Thomas Carlyle	トーマス・カーライル
Berlinski kongres	ベルリン会議 (1878年)
McDonnell F-4	F-4 (戦闘機)
Montserrat Caballé	モンセラート・カバリェ
Oton IV, car Svetog rimskog carstva	オットー4世 (神聖ローマ皇帝)
Panzer I	I号戦車
Panzer III	III号戦車
Sfinga	スフィンクス
Mehmed V	メフメト5世
Abdul Aziz (sultan)	アブデュルアズィズ
Wartburg	ヴァルトブルク城
Frederick Sanger	フレデリック・サンガー
Wikipedia:Kako izmijeniti stranicu	Help:ページの編集
Béla Kun	クン・ベーラ
Roy Lichtenstein	ロイ・リキテンスタイン
Henrik V, car Svetog rimskog carstva	ハインリヒ5世 (神聖ローマ皇帝)
Süleyman Demirel	スュレイマン・デミレル
Pentanol	1-ペンタノール
Anne, kraljevska princeza	アン (イギリス王女)
Konstantin II, kralj Grčke	コンスタンティノス2世 (ギリシャ王)
Petar III, car Rusije	ピョートル3世
Kenzō Tange	丹下健三
Piet Mondrian	ピエト・モンドリアン
Frankfurtska škola	フランクフルト学派
Aerodrom Pleiku	プレイク空港
Evropsko prvenstvo u nogometu 1988.	UEFA欧州選手権1988
StG 44	StG44 (突撃銃)
Confessions on a Dance Floor (Madonna)	コンフェッションズ・オン・ア・ダンスフロア
Jadi mladog Werthera	若きウェルテルの悩み
Pojam	概念
Kreator (grupa)	クリーター
Ariana Grande	アリアナ・グランデ
RheinEnergieStadion	ラインエネルギーシュタディオン
Reichstag	国会議事堂 (ドイツ)
Pranje novca	資金洗浄
Jacob Berzelius	イェンス・ベルセリウス
Eduard Ševardnadze	エドゥアルド・シェワルナゼ
U zamci	イン・ザ・ベッドルーム
Panzer VIb	ティーガーII
Miloska Venera	ミロのヴィーナス
Panzer V	V号戦車パンター
Tomo Miličević	トモ・ミルセヴィッチ
Šećerna repa	テンサイ
Vododjelnica	分水界
Geto	ゲットー
Bernard Law Montgomery	バーナード・モントゴメリー
Potres u Sečuanu 2008.	四川大地震
Jezero Vostok	ボストーク湖
Bayer	バイエル (企業)
Žezlo	王笏
Manneken Pis	小便小僧
Stečaj	倒産
Koncentracioni logor	強制収容所
Wannsee konferencija	ヴァンゼー会議
Matija, car Svetog rimskog carstva	マティアス (神聖ローマ皇帝)
Fridrik Vilim II, kralj Pruske	フリードリヒ・ヴィルヘルム2世 (プロイセン王)
Edem	浮腫
Tata Nano	タタ・ナノ
Camilla Parker Bowles	カミラ (コーンウォール公爵夫人)
Albert od Saskokoburga i Gote	アルバート (ザクセン＝コーブルク＝ゴータ公子)
Aleksandra od Danske	アレクサンドラ・オブ・デンマーク
Pluton (mitologija)	プルートー
Georges Méliès	ジョルジュ・メリエス
Red Bull RB8	レッドブル・RB8
Pilsner	ピルスナー
Centralne sile	中央同盟国
Silvia Sommerlath	シルヴィア (スウェーデン王妃)
Princ Henry od Velsa	ヘンリー・オブ・ウェールズ
Mercedes-Benz Arena	メルセデス・ベンツ・アレーナ
Bela IV, kralj Ugarske	ベーラ4世
Theodor Adorno	テオドール・アドルノ
Alfred Adler	アルフレッド・アドラー
Ciklon-B	ツィクロンB
Nogometna reprezentacija Istočne Njemačke	サッカー東ドイツ代表
Eugen Savojski	オイゲン・フォン・ザヴォイエン
United Buddy Bears	ユナイテッドバディーベア
Jerry Brown	ジェリー・ブラウン
München (film)	ミュンヘン (映画)
Ludovik Njemački	ルートヴィヒ2世 (東フランク王)
Rafael Leónidas Trujillo	ラファエル・トルヒーヨ
Josip I, car Svetog rimskog carstva	ヨーゼフ1世
2005 Yu 55	(308635) 2005 YU55
Nina Badrić	ニナ・バドリッチ
Salijski zakonik	サリカ法典
Bazilisk (mitologija)	バジリスク
Grundig Stadion	フランケンシュタディオン
Stadium Arcadium	ステイディアム・アーケイディアム
HDI-Arena	ニーダーザクセンシュタディオン
2. Fußball-Bundesliga	2. ブンデスリーガ (ドイツサッカー)
Reichssicherheitshauptamt	国家保安本部
Henrik VII, car Svetog rimskog carstva	ハインリヒ7世 (神聖ローマ皇帝)
Deutsches Institut für Normung	ドイツ工業規格
Fridrik VIII, kralj Danske	フレゼリク8世 (デンマーク王)
Gorgoroth	ゴルゴロス
Die Brücke	ブリュッケ
Deponija	最終処分場
Susan Sontag	スーザン・ソンタグ
ASUS	ASUS
Panzer 38	LT-38
Panzer 35	LT-35
Brigadni general	准将
Međunarodni dan sjećanja na žrtve Holokausta	国際ホロコースト記念日
Abwehr	アプヴェーア
Maximilian Schell	マクシミリアン・シェル
Destiny's Child	デスティニーズ・チャイルド
Sofija Chotek	ゾフィー・ホテク
Trojni pakt	日独伊三国同盟
Nezavisna država Hrvatska	クロアチア独立国
Habsburška monarhija	ハプスブルク君主国
Vangelis	ヴァンゲリス
Georges Charpak	ジョルジュ・シャルパク
Joseph Louis Gay-Lussac	ジョセフ・ルイ・ゲイ＝リュサック
Jean le Rond d'Alembert	ジャン・ル・ロン・ダランベール
Josiah Willard Gibbs	ウィラード・ギブズ
MG 34	ラインメタル/マウザー・ヴェルケMG34機関銃
Andrew, vojvoda od Yorka	アンドルー (ヨーク公)
Teniski reket	テニスラケット
Kiro Gligorov	キロ・グリゴロフ
Hasan Salihamidžić	ハサン・サリハミジッチ
Allan Simonsen	アラン・シモンセン
Sicherheitsdienst (SS)	SD (ナチス)
MG 42	グロスフスMG42機関銃
Mahmud Tarzi	マフムード・タルズィー
Njemačka jugozapadna Afrika	ドイツ領南西アフリカ
Za dolar više	夕陽のガンマン
Oriana Fallaci	オリアーナ・ファラーチ
Eros Ramazzotti	エロス・ラマゾッティ
Marijanska ostrva	マリアナ諸島
Jean Arp	ジャン・アルプ
Deutsche Welle	ドイチェ・ヴェレ
Edin Džeko	エディン・ジェコ
Georges Braque	ジョルジュ・ブラック
Trojni savez	三国同盟 (1882年)
Yersinia pestis	ペスト菌
Život drugih	善き人のためのソナタ
Enver-paša	エンヴェル・パシャ
PPŠ-41	PPSh-41
Univerzitet u Tübingenu	エバーハルト・カール大学テュービンゲン
Paljenje Reichstaga	ドイツ国会議事堂放火事件
Eintracht Braunschweig	アイントラハト・ブラウンシュヴァイク
3. Fußball-Liga	3. リーガ (ドイツサッカー)
Borussia-Park	シュタディオン・イム・ボルシア・パルク
Hod po rubu	ウォーク・ザ・ライン/君につづく道
Henry van de Velde	アンリ・ヴァン・デ・ヴェルデ
UH-1 Iroquois	UH-1 (航空機)
BMW Sauber	BMWザウバー
Seksualnost	人間の性
Bitka za Berlin	ベルリンの戦い
Sundska ostrva	スンダ列島
Nogometni savez Njemačke	ドイツサッカー連盟
Luger P08	ルガーP08
Albert Lortzing	アルベルト・ロルツィング
Bezjak	マグル
Minhenski sporazum	ミュンヘン会談
Aleksej Leonov	アレクセイ・レオーノフ
Etničko čišćenje	民族浄化
Vilim II, kralj Holandije	ウィレム2世 (オランダ王)
Niko Kovač	ニコ・コヴァチ
Mosin-Nagant	モシン・ナガン
Oliver Heaviside	オリヴァー・ヘヴィサイド
François Arago	フランソワ・アラゴ
Friedrich Gottlieb Klopstock	フリードリヒ・ゴットリープ・クロプシュトック
Aribert Heim	アリベルト・ハイム
Marija, kraljica Ugarske	マーリア (ハンガリー女王)
Josip Jelačić	ヨシップ・イェラチッチ
Anksioznost	不安
Weserstadion	ヴェーザーシュタディオン
Krvavica	ブラッドソーセージ
Vojvodstvo	公爵領
Karlheinz Stockhausen	カールハインツ・シュトックハウゼン
Bande New Yorka	ギャング・オブ・ニューヨーク
Totalni rat	国家総力戦
Ada (čvor)	ADA
Nadvojvoda	オーストリア大公
Citoskelet	細胞骨格
Patriciji	パトリキ
Anschluss	アンシュルス
Carlos Fuentes	カルロス・フエンテス
Ujedinjenje Njemačke	ドイツ統一
Bitka za Britaniju	バトル・オブ・ブリテン
Nikola Kuzanski	ニコラウス・クザーヌス
Ada (programski jezik)	Ada
Italo Calvino	イタロ・カルヴィーノ
Adelbert von Chamisso	アーデルベルト・フォン・シャミッソー
Bundestag	ドイツ連邦議会
Carl Maria von Weber	カール・マリア・フォン・ウェーバー
Zastava Šri Lanke	スリランカの国旗
Lidice	リディツェ
Olaf V, kralj Norveške	オーラヴ5世 (ノルウェー王)
Edward, grof od Wessexa	エドワード (ウェセックス伯爵)
Haakon VII, kralj Norveške	ホーコン7世
Juliana, kraljica Holandije	ユリアナ (オランダ女王)
Willem-Alexander, kralj Holandije	ウィレム＝アレクサンダー (オランダ王)
Hugo Grotius	フーゴー・グローティウス
Filip, kralj Belgijanaca	フィリップ (ベルギー王)
Heinrich Louis d'Arrest	ハインリヒ・ダレスト
Germanwings	ジャーマンウイングス
Kvalifikacije za Svjetsko prvenstvo u nogometu 2006.	2006 FIFAワールドカップ・予選
Stadion "Maracaná"	エスタジオ・ド・マラカナン
Jugoslavenski partizani	パルチザン (ユーゴスラビア)
Sophie Rhys-Jones	ソフィー (ウェセックス伯爵夫人)
NBA	NBA
Program Voyager	ボイジャー計画
Brzi i žestoki	ワイルド・スピード
BMP-1	BMP-1
Centralna Anadolija	中央アナトリア地方
Crnomorska regija	黒海地方 (トルコ)
Istočna Anadolija	東アナトリア地方
Johann Gottfried Herder	ヨハン・ゴットフリート・ヘルダー
Sredozemna regija (Turska)	地中海地方 (トルコ)
Egejska regija	エーゲ海地方 (トルコ)
Marmara	マルマラ地方
Made in Heaven	メイド・イン・ヘヴン
Oldenburg (dinastija)	オルデンブルク朝
Filip II, vojvoda Orléansa	フィリップ2世 (オルレアン公)
Vladislav II, kralj Ugarske	ウラースロー2世
Volkswagen Arena	フォルクスワーゲン・アレーナ
Vedad Ibišević	ヴェダド・イビシェヴィッチ
Charlotte, velika vojvotkinja Luksemburga	シャルロット (ルクセンブルク大公)
Svjetsko prvenstvo u rukometu 2007.	2007年世界男子ハンドボール選手権
Fallen (Evanescence)	フォールン
Schleswig-Holstein-Sonderburg-Glücksburg	グリュックスブルク家
Druga bitka za Harkiv	第二次ハリコフ攻防戦
Mil Mi-8	Mi-8 (航空機)
Jugoistočna Anadolija	南東アナトリア地方
Messerschmitt Bf. 109	メッサーシュミット Bf109
Potencijalna energija	位置エネルギー
Uzi	UZI (SMG)
Richard Holbrooke	リチャード・ホルブルック
Mil Mi-24	Mi-24 (航空機)
T-72	T-72
Karlo IV, car Svetog rimskog carstva	カール4世 (神聖ローマ皇帝)
Back in Black	バック・イン・ブラック
Operacija Saveznička sila	アライド・フォース作戦
Louis Néel	ルイ・ネール
Dennis Gábor	ガーボル・デーネシュ
Estragon	タラゴン
Karel Čapek	カレル・チャペック
Heckler & Koch MP5	H&K MP5
George Gabriel Stokes	ジョージ・ガブリエル・ストークス
Tablet (računar)	タブレット (コンピュータ)
Weimarski ustav	ヴァイマル憲法
Njemački križ	ドイツ十字章
